"id","name","bid","bname","stars","date","text"
"2bL9XQrUiXjMrR5CzaWnow","Ivelisse","tRVx2c89coruPRwYhGTcTw","Yuzu","4","2017-07-09 00:00:00","I had been looking at the Yuzu menu for some time, pulled in by rice bowls, Pan-Asian food, fun kids menu and awesome prices. I ended up ordering delivery through UberEats. First, it was quick. Took about 30-35 minutes, which is less than most pizza delivery. I ordered a Korean bulgogi bowl, Thai steak bowl, the Yuzu fries and a child's chicken teriyaki and pb&j skewer. My Thai bowl was REALLY good. There was a sufficient kick from the fresh ginger (but I'm a wimp when it comes to spice). I also tasted my husband's Korean bowl. It was really good, but, it didn't taste like any bulgogi I've ever had. Again, however, it was so good that I'd order it again. I tasted my kids' chicken teriyaki and I appreciated that it tasted like -real- chicken teriyaki. My kids generally eat kid sized portions of adult food so I love places that offer that. The prices are super reasonable. At first glance, the portion was small but I was satiated. I'll definitely return."
"2CmSHM_t6eJSMhGkZ-x6Rg","H","PfOCPjBrlQAnz__NXj9h_w","Brick House Tavern + Tap","5","2015-08-04 00:00:00","You MUST try the duck wings. Soooooo good, and a really good portion size for an appetizer. There were 5 wings (which actually looked like legs). They were full sized, too. They looked like chicken legs.
I had the lamb burger, which was really good, with the Cajun fries. My friend had the chicken salad with grilled chicken instead of fried chicken. 
Everything was very tasty, and our waitress, Omorese, was super friendly."
"2CZA3RAos6iubLfRH4ljvA","Paula","BnuzcebyB1AfxH0kjNWqSg","Carrabba's Italian Grill","5","2015-03-24 00:00:00","Enjoy Carrabbas very much. Excellent Sangria (Blackberry a favorite) We have had nearly 100% superb waitstaff, friendly and accomodating. It can get confusing because as the food is ready, other waitstaff may bring to the table...so you often see multiple people in a short time. Love the lasagna, very generous portions, And the House salad is always fresh and the Parmesan dressing wonderful. Chicken Bryan, Lobster MacNCheese, and a seasonal pork medallions with a fig sauce all excellent.
Wish they had  Apple Crostada year round---kind of like a free form apple pie but so much more...And please keep the mini desserts on the menu year round. they are perfect size!"
"2ega4eQ1m0G2PIaiXGsaOA","Gabriela","FXHfcFVEfI1vVngW2gVOpw","Bampot House of Tea & Board Games","5","2016-05-07 00:00:00","The vibe of the place was super chill. I went there tonight to have tea with a couple of friends. There was a good band playing and that was really nice. The tea was great. Especially now that it's getting hotter I highly recommend the iced tea. My friends and I had to keep getting it coming, I'm still craving more as I write this. 
The place was clean and the service was very fast despite the waiter attending so many tables and the room being so hectic. Will be coming back."
"2gWCW1oEuyhaxrlTTghvtQ","Holly","rDMptJYWtnMhpQu_rRXHng","McDonald's","1","2017-08-27 00:00:00","I was told tonight at 8:30 pm that they were not serving breakfast. Excuse me? Why does their menu say all day breakfast and why was I able to order breakfast items in the evening a week before? This location is in serious need of some actual managers. Ridiculous. We left and went somewhere else."
"2hVZAM7WUWsoexYJhSgCKg","Kevin","PfOCPjBrlQAnz__NXj9h_w","Brick House Tavern + Tap","4","2017-11-20 00:00:00","Has a very comfortable, casual atmosphere - good for date night or dining with kids. Has a very deep craft beer list and some nice craft cocktails. Food was good, I had the Drunken chops with glazed BBQ sauce, wife went with Mahi-mahi. Would have been nice if entrees included side salads and a small bread bowl. That would have been more consistent with price and expectations."
"2iDmMTrh26dEYSzG2R0C9A","Tom","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","1","2013-11-13 00:00:00","From other reviews, this is a hit-or-miss place.  As Charr is near where we live and restaurant choices are not very good, we gave this try on a Wednesday night. 
Easy parking.  Great ambiance.  Nice patio with a fire pit.  Got seated promptly.  Good start.  Water came.  Weren't familiar with the menu so we didn't order immediately. 
Took a long time for the server to come back.  My water glass was empty again. We ordered a burger with avocado extra ($1).  Our menus were different and it wasn't clear that fries came with your order. It does in most places.  Ordered a flat-iron steak sandwich with bleu cheese---very good.  Enough for two small appetites.  The burger was overdone; no avocado, and a dried out bun.  A pile of ""truffle"" fries were placed in the middle of the table.  No dipping sauce (most upscale places offer that).  Wait staff was scarce in an almost empty restaurant.  Had to leave the table and go into the restaurant from the patio to get a check.  Commented that I felt invisible.  The waiter chuckled (wrong emotion). He gave us a small discount.  One can run up a big check here when you add in drinks and side orders of fries. But the quality does not justify these prices.   We are very generous tippers when service is good.  Our tip:  $0.00.  Another tip: Avoid this place.

Finally, a friend shopping at the nearby Safeway ran into a customer buying truffle oil spray (an employee from Charr).  They spray the oil on the friends--voila truffle fries. 
Can't imagine this place surviving with service and practices like this to go with high prices."
"2Pl7xznxcSiUSr-Hk1hrkA","Amy","n7V4cD-KqqE3OXk0irJTyA","GameWorks","1","2015-11-18 00:00:00","It's hard to have a good first-time experience somewhere when it starts off terribly. We approached the host stand and waited for Destiny, the young hostess. This girl should not be the first person guests encounter when they walk in. She is completely tactless. She started every sentence ""Okay well...""      ""Here is what's gunna happen...""     ""yeah well..."" 
Not to mention her constantly leaving the stand to talk in a huddle with her other rude coworkers who I over heard talking about how some new employee wouldn't last and would be gone within a week. So rude! Someone needs to remove her from that hostess stand immediately. I would write a review on everything else but who cares about anything else if the customer service stinks!?"
"2QTzdJ39PZ5MKBH4jeKxYA","Kyle","tRVx2c89coruPRwYhGTcTw","Yuzu","3","2017-07-10 00:00:00","Dont show up hungry or youre leaving broke....and quite possibly still hungry! The food and drink list (especially the beer list) was very good! But if youre here for a meal, consider your other options!"
"2rtQgsMYKDET9tMaIyxG1Q","Erik","Dj0S-Oe4ytRJzMGUPgYUkw","Panera Bread","2","2016-12-19 00:00:00","Service is typically very slow, regardless if its drive-thru or dine-in. Workers are unenthusiastic and borderline rude. The food typically comes out very sloppily made. It's kept clean, which is probably the best thing about this particular Panera. The convenience of its location is nice but if you're looking for your food to be done well, timely, and with any type of positive service, I suggest a different Panera or restaurant."
"2TfEDAV9wHvFqCqIAsRCUg","Jesse","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","4","2014-01-24 00:00:00","Great food! I have been twice, once for dinner and once for lunch. Service was great both times, so I'm not sure what the others are complaining about. They  have a few decent craft beers on tap as well so that's a bonus. The only thing I didn't quite like is the buns, which seem to fall apart creating a mess. The truffle fries are delicious."
